,image_id,area,centroid-0,centroid-1,perimeter,eccentricity,extent,solidity,circularity
0,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,393.0,5.821882951653944,223.93129770992365,95.698484809835,0.948923409416624,0.7081081081081081,0.8488120950323974,0.539252653817814
1,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,667.0,22.4407796101949,30.75862068965517,143.63961030678928,0.46940768283457157,0.6513671875,0.7773892773892774,0.40624428226865306
2,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,843.0,25.1423487544484,177.40332147093713,110.91168824543144,0.7440130128208043,0.7349607672188317,0.9612314709236032,0.8611579330789867
3,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,656.0,55.85060975609756,13.862804878048781,107.35533905932738,0.9021444676384778,0.7437641723356009,0.9149232914923291,0.7152640667149958
4,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,810.0,54.330864197530865,63.8320987654321,107.84062043356595,0.7547745636173069,0.7988165680473372,0.9619952494061758,0.875245985177076
5,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,337.0,66.05044510385757,249.7626112759644,81.45584412271572,0.9217367940137373,0.707983193277311,0.9711815561959655,0.6382565313360361
6,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,830.0,91.93614457831325,68.71927710843373,166.36753236814715,0.7943024968677885,0.6655974338412189,0.8460754332313966,0.37683463000161266
7,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,1172.0,117.21331058020478,26.273037542662117,188.7523086789974,0.8893978132816768,0.5607655502392345,0.7541827541827542,0.4133833030732649
8,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,873.0,128.71248568155784,214.73654066437572,112.81118318204308,0.7794487664287711,0.6961722488038278,0.9710789766407119,0.862024877212012
9,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,78.0,123.34615384615384,252.85897435897436,35.89949493661166,0.9130647790505798,0.8125,0.975,0.7605500329537562
10,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,2509.0,155.4400159426066,165.38780390593863,350.19090885900994,0.5626829357501394,0.613147605083089,0.7751004016064257,0.2570992386573531
11,b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db,733.0,150.48021828103683,20.648021828103683,104.42640687119285,0.6722636805228076,0.7479591836734694,0.9421593830334191,0.8446818623035436
